CMDLINE c:\users\user\.virtualenvs\sales_analysis-7dcr1mv9\scripts\python.exe run.py D:/Sales_analysis/configs/sales-report1-config.yml
MEM 1.710938 1641117821.7929
MEM 3.410156 1641117821.9079
MEM 3.410156 1641117822.0189
MEM 3.410156 1641117822.1299
MEM 3.410156 1641117822.2411
MEM 3.410156 1641117822.3491
MEM 3.410156 1641117822.4611
MEM 3.410156 1641117822.5709
MEM 3.410156 1641117822.6825
MEM 3.410156 1641117822.7935
MEM 3.410156 1641117822.9035
MEM 3.410156 1641117823.0141
MEM 3.410156 1641117823.1247
MEM 3.410156 1641117823.2346
MEM 3.410156 1641117823.3466
MEM 3.410156 1641117823.4561
MEM 3.410156 1641117823.5665
MEM 3.410156 1641117823.6765
MEM 3.410156 1641117823.7885
MEM 3.410156 1641117823.8995
MEM 3.410156 1641117824.0115
MEM 3.410156 1641117824.1225
MEM 3.410156 1641117824.2327
MEM 3.410156 1641117824.3437
MEM 3.410156 1641117824.4547
MEM 3.410156 1641117824.5657
MEM 3.410156 1641117824.6867
MEM 3.410156 1641117824.7887
MEM 3.410156 1641117824.9027
MEM 3.410156 1641117825.0097
MEM 3.410156 1641117825.1207
MEM 3.410156 1641117825.2307
MEM 3.410156 1641117825.3418
MEM 3.410156 1641117825.4528
MEM 3.410156 1641117825.5648
MEM 3.410156 1641117825.6758
MEM 3.410156 1641117825.7878
MEM 3.410156 1641117825.8978
MEM 3.410156 1641117826.0098
MEM 3.410156 1641117826.1188
MEM 3.410156 1641117826.2298
MEM 3.410156 1641117826.3438
MEM 3.410156 1641117826.4508
MEM 3.410156 1641117826.5608
MEM 3.410156 1641117826.6718
MEM 3.410156 1641117826.7838
MEM 3.410156 1641117826.8948
MEM 3.410156 1641117827.0058
MEM 3.410156 1641117827.1178
MEM 3.410156 1641117827.2288
MEM 3.410156 1641117827.3398
MEM 3.410156 1641117827.4505
MEM 3.410156 1641117827.5584
MEM 3.410156 1641117827.6682
MEM 3.410156 1641117827.7802
MEM 3.410156 1641117827.8912
MEM 3.410156 1641117828.0008
MEM 3.410156 1641117828.1098
MEM 3.410156 1641117828.2203
MEM 3.410156 1641117828.3320
MEM 3.410156 1641117828.4430
MEM 3.410156 1641117828.5532
MEM 3.410156 1641117828.6640
MEM 3.410156 1641117828.7746
MEM 3.410156 1641117828.8842
MEM 3.410156 1641117828.9915
MEM 3.410156 1641117829.1025
MEM 3.410156 1641117829.2135
MEM 3.410156 1641117829.3212
MEM 3.410156 1641117829.4311
MEM 3.410156 1641117829.5396
MEM 3.410156 1641117829.6467
MEM 3.410156 1641117829.7561
MEM 3.410156 1641117829.8654
MEM 3.410156 1641117829.9752
MEM 3.410156 1641117830.0848
MEM 3.410156 1641117830.1935
MEM 3.410156 1641117830.3020
MEM 3.410156 1641117830.4123
MEM 3.410156 1641117830.5198
MEM 3.410156 1641117830.6289
MEM 3.410156 1641117830.7369
MEM 3.410156 1641117830.8477
MEM 3.410156 1641117830.9582
MEM 3.410156 1641117831.0683
MEM 3.410156 1641117831.1776
MEM 3.410156 1641117831.2877
MEM 3.410156 1641117831.3990
MEM 3.410156 1641117831.5073
MEM 3.410156 1641117831.6175
MEM 3.410156 1641117831.7267
MEM 3.410156 1641117831.8360
MEM 3.410156 1641117831.9437
MEM 3.410156 1641117832.0514
MEM 3.410156 1641117832.1605
MEM 3.410156 1641117832.2689
MEM 3.410156 1641117832.3799
MEM 3.410156 1641117832.4919
MEM 3.410156 1641117832.6014
MEM 3.410156 1641117832.7097
MEM 3.410156 1641117832.8184
MEM 3.410156 1641117832.9255
MEM 3.410156 1641117833.0343
MEM 3.410156 1641117833.1443
MEM 3.410156 1641117833.2533
MEM 3.410156 1641117833.3616
MEM 3.410156 1641117833.4693
MEM 3.410156 1641117833.5787
MEM 3.410156 1641117833.6879
MEM 3.410156 1641117833.7978
MEM 3.410156 1641117833.9071
MEM 3.410156 1641117834.0163
MEM 3.410156 1641117834.1258
MEM 3.410156 1641117834.2334
MEM 3.410156 1641117834.3434
MEM 3.410156 1641117834.4530
MEM 3.410156 1641117834.5641
MEM 3.410156 1641117834.6753
MEM 3.410156 1641117834.7840
MEM 3.410156 1641117834.8934
MEM 3.410156 1641117835.0030
MEM 3.410156 1641117835.1114
MEM 3.410156 1641117835.2223
MEM 3.410156 1641117835.3322
MEM 3.410156 1641117835.4420
MEM 3.410156 1641117835.5516
MEM 3.410156 1641117835.6620
MEM 3.410156 1641117835.7730
MEM 3.410156 1641117835.8840
MEM 3.410156 1641117835.9918
MEM 3.410156 1641117836.1039
MEM 3.410156 1641117836.2133
MEM 3.410156 1641117836.3225
MEM 3.410156 1641117836.4310
MEM 3.410156 1641117836.5422
MEM 3.410156 1641117836.6514
MEM 3.410156 1641117836.7607
MEM 3.410156 1641117836.8702
MEM 3.410156 1641117836.9806
MEM 3.410156 1641117837.0907
MEM 3.410156 1641117837.1987
MEM 3.410156 1641117837.3102
MEM 3.410156 1641117837.4205
MEM 3.410156 1641117837.5299
MEM 3.410156 1641117837.6404
MEM 3.410156 1641117837.7511
MEM 3.410156 1641117837.8602
MEM 3.410156 1641117837.9683
MEM 3.410156 1641117838.0776
MEM 3.410156 1641117838.1862
MEM 3.410156 1641117838.2979
MEM 3.410156 1641117838.4069
MEM 3.410156 1641117838.5143
MEM 3.410156 1641117838.6230
MEM 3.410156 1641117838.7327
MEM 3.410156 1641117838.8435
MEM 3.410156 1641117838.9507
MEM 3.410156 1641117839.0524
MEM 3.410156 1641117839.1538
MEM 3.410156 1641117839.2626
MEM 3.410156 1641117839.3726
MEM 3.410156 1641117839.4813
MEM 3.410156 1641117839.5907
MEM 3.410156 1641117839.7011
MEM 3.410156 1641117839.8131
MEM 3.410156 1641117839.9241
MEM 3.410156 1641117840.0330
MEM 3.410156 1641117840.1429
MEM 3.410156 1641117840.2514
MEM 3.410156 1641117840.3618
MEM 3.410156 1641117840.4691
MEM 3.410156 1641117840.5786
MEM 3.410156 1641117840.6881
MEM 3.410156 1641117840.7975
MEM 3.410156 1641117840.9062
MEM 3.410156 1641117841.0133
MEM 3.410156 1641117841.1235
MEM 3.410156 1641117841.2341
MEM 3.410156 1641117841.3462
MEM 3.410156 1641117841.4548
MEM 3.410156 1641117841.5628
MEM 3.410156 1641117841.6718
MEM 3.410156 1641117841.7807
MEM 3.410156 1641117841.8899
MEM 3.410156 1641117842.0014
MEM 3.410156 1641117842.1110
MEM 3.410156 1641117842.2195
MEM 3.410156 1641117842.3287
